full_text
Pantai Kelapa Kunjir | Rating: 4 | Komentar: tiket lumayan murah dibanding pantai sekitar nya... Bisa ngopi smbil ngadem di rerumputan
"Dermaga Pelangi | Rating: 5 | Komentar: Lautnya bersih,bagus.."
Dermaga Pelangi | Rating: 5 | Komentar: Indahnya bukan main
Dermaga Pelangi | Rating: 5 | Komentar: Untuk foto dapet spot yg bagus pokoknya memuaskan
"Dermaga Pelangi | Rating: 5 | Komentar: keren tempat nya, gk begitu rame, tuket masuk juga murah, buat yg suka selfi di sini lumayan lah"
Dermaga Pelangi | Rating: 3 | Komentar: Bagus
Dermaga Pelangi | Rating: 5 | Komentar: Nyegerin mata
Dermaga Pelangi | Rating: 4 | Komentar: Asyik buat nyantai bersama keluarga dan teman...
Dermaga Pelangi | Rating: 5 | Komentar: Pemandangan yg sangat indah
Dermaga Pelangi | Rating: 5 | Komentar: Tempat nya sejuk...
"Dermaga Pelangi | Rating: 5 | Komentar: Sport photo nya bagus, view nya laut gunung dan pantai"
Dermaga Pelangi | Rating: 5 | Komentar: Sukak bangetttt
"Dermaga Pelangi | Rating: 4 | Komentar: Not bad, lumayan untuk berlibur"
Dermaga Pelangi | Rating: 5 | Komentar: Pemandangan bagus banget
Dermaga Pelangi | Rating: 5 | Komentar: Keren
Dermaga Pelangi | Rating: 5 | Komentar: Ok
Dermaga Pelangi | Rating: 5 | Komentar: Tempatnya sangat indah untuk liburan bersama rekan dan keluarga
Dermaga Pelangi | Rating: 5 | Komentar: Pengen kesini lagi
Dermaga Pelangi | Rating: 5 | Komentar: Sip
Dermaga Pelangi | Rating: 4 | Komentar: indah
Dermaga Pelangi | Rating: 5 | Komentar: Mantap
Dermaga Pelangi | Rating: 5 | Komentar: Bagus bgt
Dermaga Wisata Ketapang | Rating: 5 | Komentar: Baik
Dermaga Wisata Ketapang | Rating: 5 | Komentar: Bagus
"Dermaga Wisata Ketapang | Rating: 5 | Komentar: Spot. Nyah Bagus , biasanya saya Mancing dsna ,, tapi lama tidak pernah datang lagi ,,Btw Masih Boleh Mancing enggak ya ?"
Dermaga Wisata Ketapang | Rating: 5 | Komentar: Tempat ny cantik..pasir putih ..bs membawa ke banyak pulau ..ok sekali trip pakai boat nya bs snorkeling pula dan main jetski
"Dermaga Wisata Ketapang | Rating: 4 | Komentar: dermaga rapi, orang2 nya ramah"
Dermaga Wisata Ketapang | Rating: 5 | Komentar: Titik kumpul untuk trip ke Pahawang menggunakan travel Visit Pahawang ID.
Dermaga Wisata Ketapang | Rating: 5 | Komentar: Keren view nya
"Dermaga Wisata Ketapang | Rating: 3 | Komentar: Datang sekitar jam 8:30 pagi, mencari parkir tidak mudah, walaupun sudah dicarikan oleh guide. Jadi pastikan dulu guide sudah ada lokasi parkir."
Dermaga Wisata Ketapang | Rating: 5 | Komentar: Dermaga bersih dan warga sekitar ramah2
"Dermaga Wisata Ketapang | Rating: 5 | Komentar: Keseluruhan bagus, tapi dermaga agak miring ke kanan, kalau ombak suka goyang...di bawah dermaga ada padang lamun, di ujung dermaga banyak koloni terumbu karang dan banyak ikannya. Ada beberapa kamar villa di sepanjang dermaga...pemandangan bagus saat sunrise"
"Dermaga Wisata Ketapang | Rating: 5 | Komentar: Trip yang seru , harga makanan , pakaian dll yang ada disana masih tergolong murah . Ga di mahalin karena tempat wisata"
Dermaga Wisata Ketapang | Rating: 5 | Komentar: Ramai pengunjung
Dermaga Wisata Ketapang | Rating: 5 | Komentar: Nice place
Dermaga Wisata Ketapang | Rating: 4 | Komentar: Lahan Parkir untuk mobil dan motor yang di inapkan mungkin perlu di perluas dan keamanannya lebih ditingkatkan serta kedalaman dermaga perlu di perdalam soalnya di saat laut surut untuk kapal agak besar suka kandas
Dermaga Wisata Ketapang | Rating: 5 | Komentar: Perdana kesini dan penunjuk arah nya /petugas nya kurang informatif trus parkir nya susah terutama yg dermaga 4
Dermaga Wisata Ketapang | Rating: 5 | Komentar: Bagus
"Dermaga Wisata Ketapang | Rating: 4 | Komentar: Dermana andalan untuk menuju beberapa kepulauan di sekitar Teluk Lampung, terutama Pulau Kelagian, Pahawang, Mahitam, Tanjung Putus, dan juga yang agak jauh seperti Lelangga, Balak, Wayang dan Sejebi.

Di sini bisa menyewa kapal untuk dipakai hop on hop off pulau - pulau tersebut, untuk snorkeling, piknik atau sekedar berenang dan bermain air.

Dermaganya ada 5 kalau tidak salah.. mulai dari dermaga 1 yang paling dekat pintu masuk dan jalan raya, sampai 5 yang paling dalam dan dekat dengan pantai Ketapang. Saya langganan di dermaga 4, biasanya sewa kapal dari Bang Benny.

Parkir mobil dan motor tersedia, bayarnya 20-25K tergantung ramai atau tidak.

Banyak warung yang jual makanan, minuman, dan juga souvenir.

Di dekat dermaga 4 ada masjid yang relatif baru dan bersih.

Toilet dan tempat mandi tersedia, bayarnya Ro 5K per pemakaian.

Sayangnya belum aksesibel . Belum ada tempat khusus untuk naik ke kapal bagi pengguna kursi roda . Fasilitas seperti toilet dan kamar mandi serta masjid juga tidak ramah untuk pengguna kursi roda.

Semoga next time bisa lebih diperhatikan akses untuk penyandang disabilitas dan pengguna kursi roda ini"
Dermaga Wisata Ketapang | Rating: 2 | Komentar: Lokasi kurang bersih. Layanan wisata pas dapat travel agent yang kurang oke.
Dermaga Wisata Ketapang | Rating: 2 | Komentar: Bagus
"Dermaga Wisata Ketapang | Rating: 5 | Komentar: Nasi uduk disana enak harga bersahabat, parkiran lumayan luas, banyak tersedia wc umum dan tempat untuk mandi , viewnya bagus cocok foto2"
Dermaga Wisata Ketapang | Rating: 4 | Komentar: affordable but the place is not clean
Dermaga Wisata Ketapang | Rating: 5 | Komentar: Trip nyebrang ke Pulauan
Dermaga Wisata Ketapang | Rating: 5 | Komentar: Recommended place
"Dermaga Wisata Ketapang | Rating: 5 | Komentar: Kesini untuk nyebrang ke pulau kelagian dan pahawang.
Banyak toko baju oleh2 dengan harga wisata, warung makan pagi juga ada."
"Dermaga Wisata Ketapang | Rating: 4 | Komentar: Kesini sekitar jam 6.30 pagi. Udaranya masih fresh bangett, sengaja mau sarapan sambil liat laut. Dan suami sambil mancing dipinggir dermaga.
Kalau masuk area dermaga biasa nya di minta in uang retribusi dideket pintu masuk.
Kalau weekend rame banget. Kamar mandi untuk bilas banyak, toko pernak-pernik, oleh-oleh, toko makanan sampai homestay pun ada.
Kalau aku biasanya parkir di deket masjid, jadi agak jauh dari gerbang masuknya."
Dermaga Wisata Ketapang | Rating: 5 | Komentar: Kalo mau nyebrang better beli tiket sebelumnya karna jarak utk beli tiket min 2.5 km dari dermaga.
Dermaga Wisata Ketapang | Rating: 5 | Komentar: Seruuu
"Dermaga Wisata Ketapang | Rating: 5 | Komentar: Nyebrang ke wayang,pahawang lewat dermaga ketapang...pantainya indah2 cuk..cuzzz"
"Dermaga Wisata Ketapang | Rating: 4 | Komentar: Oke juga ke laut n kapal motornya.

jalanan menuju kapal dan parkirannya kurang nyaman terlalu sempit berada dalam lingkungan penduduk."
Dermaga Wisata Ketapang | Rating: 5 | Komentar: Ok
"Dermaga Wisata Ketapang | Rating: 2 | Komentar: Tempat parkirnya kacaw
Masuk lokasi bayar 3rb
Masuk parkir bayar 25rb
Tdk tertata dgn rapih jalanan tdk terawat aplagi stelah hujan becek"
"Dermaga Wisata Ketapang | Rating: 5 | Komentar: Pintu menuju beberapa pulau seperti Pahawang, Tegal mas

Tersedia Mushola dan toilet berbayar"
Dermaga Wisata Ketapang | Rating: 4 | Komentar: Jalannya gedein dwong... Tapi okelah dukung wisata lokal.. Harga std
Dermaga Wisata Ketapang | Rating: 5 | Komentar: Tempat Memberikan Ketengan Jiwa
Dermaga Wisata Ketapang | Rating: 5 | Komentar: Amazing
"Dermaga Wisata Ketapang | Rating: 4 | Komentar: Lumayan baik kondisinya. Mungkin kalau dermaga nya dilengkapi tangga untuk turun naik ke kapal atau perahu, akan lebih nyaman."
Dermaga Wisata Ketapang | Rating: 5 | Komentar: Dermaga yang keren ga ada pungli dan premanisme
Dermaga Wisata Ketapang | Rating: 5 | Komentar: Dermaga untuk menyebrang ke pulau pahawang dan sekitarnya.
Dermaga Wisata Ketapang | Rating: 5 | Komentar: Pelabuhan yang merupakan titik awal akses menuju pulau pahawang dan pulau wisata sekitar nya
"Dermaga Wisata Ketapang | Rating: 5 | Komentar: Baru dermaganya aja udah cantik
Ada tempat duduknya
Banyak jualan bakso
Air laut ny jernih"
Dermaga Wisata Ketapang | Rating: 5 | Komentar: Singgah di sini liburan akhir tahun bersama keluarga besar SMKN 1 Sarolangun Jambi
Dermaga Wisata Ketapang | Rating: 5 | Komentar: Dermaga kecil nan indah
Dermaga Wisata Ketapang | Rating: 5 | Komentar: Silakan buka instagram saya ada postingan trip ke pulau wayang dan pahawang melalui dermaga wisata ketapang
Dermaga Wisata Ketapang | Rating: 4 | Komentar: masjidnya bagus...
Dermaga Wisata Ketapang | Rating: 5 | Komentar: Tempatnya bagus rapi bersih dan aman
Dermaga Wisata Ketapang | Rating: 5 | Komentar: Nice
Dermaga Wisata Ketapang | Rating: 5 | Komentar: Lokasi penyeberangan menuju Pahawang
Pahawang Pulau Wisata Lampung | Rating: 2 | Komentar: Tempat mantap
Pahawang Pulau Wisata Lampung | Rating: 5 | Komentar: Sangan indah dan bagus cocok untuk hiling keluarga
Pahawang Pulau Wisata Lampung | Rating: 5 | Komentar: Seru liat pemandangan bwh laut
Pahawang Pulau Wisata Lampung | Rating: 5 | Komentar: Nyelem bareng nemo
Pahawang Pulau Wisata Lampung | Rating: 5 | Komentar: Insyaallah bisa ke sini lagi bareng keluarga. Aamiin
"Pahawang Pulau Wisata Lampung | Rating: 5 | Komentar: Tempatnya sangat asyik utk berlibur bersama keluarga /pun bareng teman2 se Genk. Disini bisa menikmati snorkeling melihat pesona alam terumbu karang..naik Donut dan banana boat.
Seru banget"
"Pahawang Pulau Wisata Lampung | Rating: 5 | Komentar: Salah satu tujuan wisata di Lampung, banyak spot2 untuk Snorkeling"
Pahawang Pulau Wisata Lampung | Rating: 4 | Komentar: Oneday tour pake speedboat mampir pulau ini dan aktivitas snorkling dan seawalker nya bagus. Air lautnya bening.
"Pahawang Pulau Wisata Lampung | Rating: 5 | Komentar: Sangat menyenagkan, rekom liburan sama kelurga"
Pahawang Pulau Wisata Lampung | Rating: 1 | Komentar: Sukses selalu
Pahawang Pulau Wisata Lampung | Rating: 5 | Komentar: Pulau yang ada ikan nemo
Pahawang Pulau Wisata Lampung | Rating: 5 | Komentar: mantap
Pahawang Pulau Wisata Lampung | Rating: 4 | Komentar: Tempat nya lumayan bagus. Tersedia kamar bilas di lokasi. Setiap masuk bayar untuk bilas 10 ribu. Klu di Pahawang kecil lebih indah. Pasirnya putih dan klu sdg surut bisa turun di tengah. Mengingat kan ke pantai pink di Lombok (lupa nama pasti lokasinya) Hanya secara keseluruhan ya tdk beda jauh dari pulau seribu. Klu ke Pahawang itu dari daerah Jabar agak ribet. Lebih mudah akses ke pulau seribu.
Pahawang Pulau Wisata Lampung | Rating: 5 | Komentar: Pulau yang wajib d kunjungi kalau lagi berlibur ke lampung. Ada spot photo bareng ikan nemo. Keindahan alam lautnya sangat2 membuatku takjub.
"Pahawang Pulau Wisata Lampung | Rating: 4 | Komentar: Kelebihan
Bnyak tempat spot snorkeling
Pantainya Cocok buat main anak2
Tiket termasuk murah kalau rombongan

Kekurangan
Perawatan kurang
Pantai masih nyak yg kotor

Masukan
Hindari PUNGLI

#Karadenanbogor#"
"Pahawang Pulau Wisata Lampung | Rating: 5 | Komentar: Ga pernah salah anda berkunjung ke pantai di Lampung, Selalu istimewa.. harga hemat..tempat dekat...semua pulau di Lampung oke... Mau santai dengan Pasir ke kelagian Lunik...cocok buat anak anak"
"Pahawang Pulau Wisata Lampung | Rating: 5 | Komentar: Kesini bareng rombongan asafi group..
Dan kesini cuma berhenti untuk makan, sholat dan foto-foto sebentar"
Pahawang Pulau Wisata Lampung | Rating: 5 | Komentar: Keren dan indahnyaaa...Maasyaa Allah
Pahawang Pulau Wisata Lampung | Rating: 5 | Komentar: Liburan keluarga besar...
"Pahawang Pulau Wisata Lampung | Rating: 5 | Komentar: Awesome place to visit. I really amazed, by beautiful scenery. Beach so beautiful and water so clear and clean water. You may found peaceful place at night. But you may concern, there are poor of internet connection while you want to stay in this island. But local people are very friendly and welcoming us really good. Cheers"
"Pahawang Pulau Wisata Lampung | Rating: 5 | Komentar: Seru untuk acara outbound, kumpul kawan atau family. Jangan lupa wisata dengan tetap menjaga alam dan kebersihan. Salam sehat"
Pahawang Pulau Wisata Lampung | Rating: 5 | Komentar: Nice place with a beautiful beach
Pahawang Pulau Wisata Lampung | Rating: 4 | Komentar: Liburan akhir tahun
"Pahawang Pulau Wisata Lampung | Rating: 4 | Komentar: Pantai yg indah dan murah perahu dan vilanya, tapi snokling nya kurang"
"Pahawang Pulau Wisata Lampung | Rating: 5 | Komentar: Bermacam2 lokasi spot bermain anak2, snorkling dll, lebih bagus ambil paket pribadi, jd tdk tergantung penumpang lain"
Pahawang Pulau Wisata Lampung | Rating: 5 | Komentar: Mencoba Donat Boat walaupun dagdigduk
Pahawang Pulau Wisata Lampung | Rating: 5 | Komentar: Recomended utk dtg ke P pahawang lagii
"Pahawang Pulau Wisata Lampung | Rating: 5 | Komentar: Pahawang.... dengan keindahannya yang luar biasa, apalagi wahana snorkeling nya menyajikan pemandangan bawah laut yang cantik sekali."
Pahawang Pulau Wisata Lampung | Rating: 5 | Komentar: Pahawang n debes semoga makin jaya
"Pahawang Pulau Wisata Lampung | Rating: 5 | Komentar: Di lampung sebenatnya banyak pulau yang bagus, cuma kurang kesorot. salah satunya pulau pahawang dan sekitarnya. Sesekali mesti coba ke pulau pahawang, full wisata snorkel"
Pahawang Pulau Wisata Lampung | Rating: 5 | Komentar: Seru..
"Pahawang Pulau Wisata Lampung | Rating: 5 | Komentar: Yang senang Main Air, cocok untuk berwisata ke Pulau Pahawang.
Selain bisa snorkling, bisa juga bermain di Pantai.

Tapi untuk bermain di Pantai, sudah di lapak-lapak oleh warga lokal. Tempat duduk berbayar mulai 50K, Tempat Bilas mulai 5K."
"Pahawang Pulau Wisata Lampung | Rating: 5 | Komentar: Keindahan laut akan anda dapatkan disini, yag suka menyelam ada beberapa spot yang enak banget, buat anak2 diatas 10th juga oke ,pantainya bersih dan tersedia fasilitas umum seperti toilet untuk mandi bilas dam Musholla untuk sholat walaupun tempatnya agak jauh."
Pahawang Pulau Wisata Lampung | Rating: 5 | Komentar: Berenang dan menyelam dasar laut hanya 4 meter an seru abis.
Pahawang Pulau Wisata Lampung | Rating: 3 | Komentar: Dermaga tidak ramah lansia
Pahawang Pulau Wisata Lampung | Rating: 5 | Komentar: Wisata laut yg keren...snorkling dan menikmati indahnya terumbu karang yg berwarna warni sangat indah
Pahawang Pulau Wisata Lampung | Rating: 3 | Komentar: Dermaga sandar perahu kurang maksimal utk lansia dan anak2
Pahawang Pulau Wisata Lampung | Rating: 3 | Komentar: spot terbaik dr berbagai pulau pulau kecil sekitar
Pahawang Pulau Wisata Lampung | Rating: 4 | Komentar: Another alternative to have beach and snorkling in Lampung.
Pahawang Pulau Wisata Lampung | Rating: 5 | Komentar: Mantap dah..ga usah jauh2 ke luar negeri
Pahawang Pulau Wisata Lampung | Rating: 5 | Komentar: Sungguh sangat menyenang kan berkunjung ke pulau pahawang
"Pahawang Pulau Wisata Lampung | Rating: 5 | Komentar: Sangat bagus di bawah air,."
Pahawang Pulau Wisata Lampung | Rating: 4 | Komentar: Bersih bagus dan nyaman
"Pahawang Pulau Wisata Lampung | Rating: 5 | Komentar: Pulau Pahawang, wisata recommended kalau di Lampung"
Pahawang Pulau Wisata Lampung | Rating: 5 | Komentar: Bagusss
Pahawang Pulau Wisata Lampung | Rating: 4 | Komentar: Thanks Pahawang
"Pahawang Pulau Wisata Lampung | Rating: 5 | Komentar: Jalan jalan dari pulau ke pulau di lampung . Suasana nya mantap .
Main air dan mancing ."
"Dermaga Tegal Mas Island Resort | Rating: 4 | Komentar: Ada sedikit sampah, banyak ubur-ubur, penginapan yang di atas laut nggak ada air tawarnya, pemandangan bagus"
Dermaga Tegal Mas Island Resort | Rating: 3 | Komentar: Suasana ny menyenangkan
"Dermaga Tegal Mas Island Resort | Rating: 1 | Komentar: Dengan harga tiket segitu terlalu mahal, ga worth it karena pantainya kotor tidak dibersihkan dan sudah banyak bangunan yang rusak"
"Dermaga Tegal Mas Island Resort | Rating: 3 | Komentar: Pantainya kotor, banyak sampah dan ikan 2 kecil mati sehingga bau menyengat"
Dermaga Tegal Mas Island Resort | Rating: 5 | Komentar: Villa yang indah dengan hamparan laut yang jernih dengan pemandangan ikan yang berwarna warni
Dermaga Tegal Mas Island Resort | Rating: 5 | Komentar: Tempatnya bagus tenang ombaknya. Gak ramai pengunjung jd bebas deh sekeluarga puas main pantai. Bersih ga ada sampah. Pengen lama lama di pantai ini. Semoga lain waktu bisa kesini. Super rekomen!
Dermaga Tegal Mas Island Resort | Rating: 5 | Komentar: Lumayan ramai waktu akhir pekan
"Dermaga Tegal Mas Island Resort | Rating: 5 | Komentar: Ikut menepi di Dermaga Pulau Tegal Mas saat akan main stand up paddling di sekitar pulau ini. Inginnya sih singgah juga ke resort-nya tapi mungkin harus sengaja dijadwalkan agar puas main di sana.
Di dermaga inipun air laut terlihat sangat jernih sehingga hamparan padang lamun (sea grass) dan terumbu karang terlihat. Sayangnya saat saya ke sana, banyak sampah plastik mengambang, ini ga jelas berasal dari resort lalu terbawa ombak ke tengah, dari banyaknya pengunjung yang datang tapi tidak menjaga kebersihan, atau dari jauh dan terbawa arus jadi ngumpul di sekitar resort. Baiknya semua ikut menjaga kebersihan agar pulau seindah itu tidak berkurang keindahannya ."
"Dermaga Tegal Mas Island Resort | Rating: 5 | Komentar: Pandemi sedikit menggerus perawatan.. tapi secara alami masih layak untuk dikunjungi setidak nya klo bisa mempertahankan kondisi yang ada saat ini.. kebersihan harus diupayakan semaksimal mungkin lagi, terutama sampah plastik.."
"Dermaga Tegal Mas Island Resort | Rating: 5 | Komentar: Tempat berlibur untuk keluarga, sedikit mahal sih ongkos perahu dan harga makanan minumannya,"
"Dermaga Tegal Mas Island Resort | Rating: 5 | Komentar: Dari pasir timbul singgah sebentar disini, kami harus segera melanjutkan perjalnan pulang karena cuaca kurang mendukung"
Dermaga Tegal Mas Island Resort | Rating: 3 | Komentar: Khas Sunda ada pepes ikan
Dermaga Tegal Mas Island Resort | Rating: 5 | Komentar: Pemandangannya keren
"Dermaga Tegal Mas Island Resort | Rating: 4 | Komentar: Petualangan laut bersama keluarga. Diving, snorekling, and swimming"
Dermaga Tegal Mas Island Resort | Rating: 5 | Komentar: Keren
Dermaga Tegal Mas Island Resort | Rating: 5 | Komentar: Mau liat sunset tapi mendung
Dermaga Tegal Mas Island Resort | Rating: 3 | Komentar: bagus sih tp jauh dr mana2
Dermaga Tegal Mas Island Resort | Rating: 5 | Komentar: Buat yg foto2..disinilah tempatny
Dermaga Tegal Mas Island Resort | Rating: 5 | Komentar: Bagus n indah
Dermaga Tegal Mas Island Resort | Rating: 5 | Komentar: Keren deh. Kami Gak masuk ke tegal mas. Hanya bermain di dermaga parkiran aja. Dan gak jauh disini bisa snorkling liat ikan2 kecil. Mantap dah hahah.
Dermaga Tegal Mas Island Resort | Rating: 5 | Komentar: A place to relax. Good for group pics.
Kyokko Beach | Rating: 5 | Komentar: Beach club pertama di lampung sayangnya tdk ada swimming poolnya
Kyokko Beach | Rating: 5 | Komentar: Aura privat beachny kuat bgt kl weekdau
"Kyokko Beach | Rating: 5 | Komentar: pantainya bersih banget, banyak gazebo, tapi sayang kalo mau renang rada banyak karang di bawahnya jadi kaki sakit."
"Kyokko Beach | Rating: 3 | Komentar: Dengan HTM 100.000 saat weekend/public holidays, fasilitas masih sangat kurang: kursi/sandbag yang disediakan tidak sebanding dengan jumlah orang yang datang, kamar mandi pengap tidak ada ventilasi, air shower juga sempat habis jadi saya tidak bisa bilas.."
